"id","deputat","tvo","fraction","source","winner","prediction_150","previous","factions_text","party_name","anketa_url","anketa_data","proposed","year","convocation","ever","X17"
5542,"Фельдман Олександр Борисович",174,"Член депутатської групи ""Воля народу""",NA,1,0.769876956939697,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5542","народився 6 сiчня 1960 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету з питань соціальних програм державного бюджету Комітету Верховної Ради України з питань бюджету, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
5606,"Гіршфельд Анатолій Мусійович",179,"Член депутатської групи ""Воля народу""",NA,1,0.787874281406403,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5606","народився 7 серпня 1957 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, заступник голови Комітету Верховної Ради України з питань інформатизації та інформаційних технологій, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
3471,"Біловол Олександр Миколайович",180,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.881753623485565,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/3471","народився 11 сiчня 1962 року в селі Мурафа Краснокутського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, заступник голови Комітету Верховної Ради України з питань охорони здоров’я, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18138,"Сташук Віталій Филимонович",212,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,1,0.770841717720032,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/18138","народився 15 жовтня 1972 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, благодійна організація ""Фонд підтримки муніципальних ініціатив"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
18064,"Береза Борислав Юхимович",213,"Не входить до складу будь-якої фракції",NA,0,0.703883528709412,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18064","народився 13 червня 1974 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
11097,"Супруненко Олександр Іванович",216,"Член депутатської групи ""Воля народу""",NA,1,0.770841717720032,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/11097","народився 31 сiчня 1971 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Юридична фірма ""Правозахисник"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
5785,"Шипко Андрій Федорович",35,"Член депутатської групи ""Партія ""Відродження""","http://itd.rada.gov.ua/mps/info/page/5785",0,0.637971997261047,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5785","народився 26 березня 1970 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Нікополь Дніпропетровської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
2308,"Развадовський Віктор Йосипович",67,"Член депутатської групи ""Партія ""Відродження""",NA,0,0.349597454071045,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/2308","народився 3 червня 1959 року в смт Дзержинськ Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18136,"Співаковський Олександр Володимирович",182,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.42591854929924,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18136","народився 28 березня 1957 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший проректор, Херсонський державний університет, член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18069,"Вінник Іван Юлійович",184,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.567159056663513,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18069","народився 3 сiчня 1979 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18147,"Хлань Сергій Володимирович",185,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.393600314855576,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18147","народився 29 червня 1972 року в місті Снігурівка Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, приватне сільськогосподарське підприємство ""Деметра"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
15823,"Негой Федір Федорович",186,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.347205013036728,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15823","народився 9 березня 1958 року в місті Татарбунари Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Великі Копані Цюрупинського району Херсонської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18161,"Мельник Сергій Іванович",187,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.818273603916168,TRUE,NA,"Політична партія Всеукраїнське об'єднання ""Батьківщина""","http://itd.rada.gov.ua/mps/info/page/18161","народився 22 лютого 1965 року в селі Моломолинці Хмельницького району Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Хмельницький міський голова, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Хмельницькому, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15824,"Лабазюк Сергій Петрович",188,"Член депутатської групи ""Воля народу""",NA,1,0.801795125007629,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15824","народився 4 червня 1980 року в місті Волочиськ Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, перший заступник голови Комітету Верховної Ради України з питань аграрної політики та земельних відносин, безпартійний, проживає в місті Волочиськ Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
8473,"Шинькович Андрій Васильович",189,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.610672175884247,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/8473","народився 2 березня 1976 року в місті Вінниці, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, ТОВ ""Епіцентр К"", безпартійний, проживає в місті Вінниці, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
NA,"Яцков Борис Олександрович",189,"Член депутатської групи ""Партія ""Відродження""",NA,0,0.103844828903675,FALSE,NA,NA,NA,NA,"самовисування",2019,NA,FALSE,NA
18120,"Мацола Роман Миколайович",190,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.594764649868011,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18120","народився 11 серпня 1974 року в селі Грушеве Тячівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Олмар"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Львові, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
15826,"Бондар Віктор Васильович",191,"Співголова депутатської групи ""Партія ""Відродження""",NA,1,0.584212064743042,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15826","народився 5 листопада 1975 року в місті Ленінград, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Дашківці Віньковецького району Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15827,"Герега Олександр Володимирович",192,"Не входить до складу будь-якої фракції",NA,1,0.74315083026886,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15827","народився 27 червня 1967 року в місті Городок Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Городок Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15828,"Мельниченко Володимир Володимирович",193,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.654771745204926,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15828","народився 1 лютого 1965 року в місті Кам'янець-Подільський Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Кам’янець-Подільський Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15829,"Бобов Геннадій Борисович",196,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.77345883846283,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15829","народився 15 листопада 1965 року в місті Васильків Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Селище Корсунь-Шевченківського району Черкаської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
8238,"Голуб Владислав Володимирович",197,"Не входить до складу будь-якої фракції",NA,1,0.712386310100555,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/8238","народився 22 квiтня 1983 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, громадська організація ""Форум розвитку Черкащини"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
16430,"Рудик Сергій Ярославович",198,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.660936057567596,TRUE,NA,"Політична партія Всеукраїнське об'єднання ""Свобода""","http://itd.rada.gov.ua/mps/info/page/16430","народився 11 жовтня 1970 року в місті Чернівцях, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Державне агентство земельних ресурсів України, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15830,"Ничипоренко Валентин Миколайович",199,"Не входить до складу будь-якої фракції",NA,1,0.633417725563049,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15830","народився 25 лютого 1961 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Жашків Черкаської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18079,"Давиденко Валерій Миколайович",208,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.855277597904205,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18079","народився 16 березня 1973 року в місті Носівка Чернігівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, радник дирекції з розвитку перспективних програм, ЗАТ ""Інститут інноваційного провайдингу Української академії аграрних наук"", безпартійний, проживає в місті Носівка Чернігівської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""ВСЕУКРАЇНСЬКЕ АГРАРНЕ ОБ’ЄДНАННЯ ""ЗАСТУП"".","самовисування",2019,8,TRUE,NA
15732,"Мартиняк Сергій Васильович",20,"Член депутатської групи ""Воля народу""","http://w1.c1.rada.gov.ua/pls/site2/p_deputat_fr_changes?d_id=15732",1,0.732539176940918,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15732","народився 4 березня 1971 року в місті Луцьку Волинської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету з питань банківської діяльності Комітету Верховної Ради України з питань фінансів і банківської діяльності, безпартійний, проживає в селі Гаразджа Луцького району Волинської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15733,"Івахів Степан Петрович",21,"Заступник голови депутатської групи ""Воля народу""","http://w1.c1.rada.gov.ua/pls/site2/p_deputat_fr_changes?d_id=15733",1,0.789432108402252,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15733","народився 24 сiчня 1968 року в селі Андріївка Буського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Липини Луцького району Волинської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
5470,"Литвин Володимир Михайлович",65,"Не входить до складу будь-якої фракції",NA,0,0.361967980861664,TRUE,NA,"Народна Партія","http://itd.rada.gov.ua/mps/info/page/5470","народився 28 квiтня 1956 року в селі Слобода Романівська Новоград-Волинського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань національної безпеки і оборони, член Народної Партії, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
11131,"Петьовка Василь Васильович",72,"Член депутатської групи ""Воля народу""",NA,1,0.868420958518982,TRUE,NA,"Політична партія Єдиний Центр","http://itd.rada.gov.ua/mps/info/page/11131","народився 30 сiчня 1967 року в селі Завидово Мукачівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член політичної партії Єдиний Центр, проживає в місті Мукачеве Закарпатської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
17976,"Заліщук Світлана Петрівна",199,"Не входить до складу будь-якої фракції",NA,0,0.361724227666855,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/17976","народилася 24 жовтня 1982 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, виконавчий директор, громадська організація ""Центр ЮЕЙ"", безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 18.","самовисування",2019,8,TRUE,NA
4339,"Яценко Антон Володимирович",200,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.723279476165771,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/4339","народився 13 липня 1977 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету Комітету Верховної Ради України з питань фінансів і банківської діяльності, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15667,"Продан Оксана Петрівна",201,"Заступник голови депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.334407061338425,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15667","народилася 16 квiтня 1974 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Чернівцях, судимість відсутня, включена до виборчого списку під № 15.","самовисування",2019,8,TRUE,NA
15831,"Федорук Микола Трохимович",201,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,0,0.300528436899185,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/15831","народився 20 березня 1954 року в селі Пісочне Ковельського району Волинської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Чернівцях, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
9123,"Рибак Іван Петрович",202,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.777555763721466,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/9123","народився 11 березня 1978 року в селі Ворохта Надвірнянського району Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Чернівецька обласна державна адміністрація, безпартійний, проживає в місті Чернівцях, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18142,"Тіміш Григорій Іванович",203,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.79805600643158,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18142","народився 11 грудня 1970 року в селі Купка Глибоцького району Чернівецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Глибоцька районна державна адміністрація, безпартійний, проживає в селі Купка Глибоцького району Чернівецької області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
777,"Попеску Іван Васильович",203,"Член депутатської групи ""Економічний розвиток""",NA,0,0.106971755623817,FALSE,NA,"Партія регіонів","http://itd.rada.gov.ua/mps/info/expage/777/8","освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в селі Нижні Петрівці Сторожинецького району Чернівецької області,<br>судимість відсутня,<br>включений до виборчого списку під № 73.","самовисування",2019,7,TRUE,NA
15655,"Бурбак Максим Юрійович",204,"Голова депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,1,0.69263619184494,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/15655","народився 13 сiчня 1976 року в місті Чернівці, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Міністр інфраструктури України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Чернівцях, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
18160,"Куліч Валерій Петрович",205,"Не входить до складу будь-якої фракції",NA,1,0.792266070842743,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18160","народився 28 серпня 1973 року в селі Жовтневе Коропського району Чернігівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""ФОРСАЖ"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Чернігові, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
8870,"Ткаченко Володимир Володимирович",205,"Член депутатської фракції ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",NA,0,0.166051119565964,FALSE,NA,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""","http://itd.rada.gov.ua/mps/info/expage/8870/6","член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>доцент кафедри всесвітньої історії Чернігівського державного педагогічного університету імені Т.Г.Шевченка,<br>проживає у місті Чернігові","самовисування",2019,5,TRUE,NA
20107,"Микитась Максим Вікторович",206,"Член депутатської групи ""Воля народу""",NA,1,0.891701519489288,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/20107","народився 13 вересня 1980 року в місті Прип’ять Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, президент, Українська державна будівельна корпорація ""Укрбуд"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18089,"Євлахов Анатолій Сергійович",207,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.879849553108215,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18089","народився 14 квiтня 1981 року в місті Керч Республіки Крим, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор департаменту, ПАТ ""Слов’янські шпалери – КФТП"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
5504,"Третьяков Олександр Юрійович",219,"Заступник голови депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.770841717720032,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5504","народився 20 березня 1970 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, віце-президент, громадська організація ""Інститут конкурентного суспільства"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
15839,"Андрієвський Дмитро Йосипович",222,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.765960454940796,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15839","народився 6 сiчня 1967 року в селі Ольга Ольгинського району Приморського краю, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
